state,GEOI,D,ruca1,ruca2,tract_pop,area,popden
TX,4820,1240400,1,1,"6,394",8.1,792.5
TX,4820,1240501,1,1,"5,418",1.3,"4,268.20"
TX,4820,1240502,1,1,"5,594",0.2,"22,594.80"
TX,4820,1240600,1,1,"2,657",0.9,"2,808.30"
TX,4820,1240701,1,1,"13,642",2.9,"4,775.10"
TX,4820,1240702,1,1,"10,524",4,"2,656.10"
TX,4820,1240801,1,1,"5,157",1.1,"4,582.40"
TX,4820,1240802,1,1,"3,912",4.7,834.4
TX,4820,1240901,1,1,"8,671",2.2,"3,891.40"
TX,4820,1240902,1,1,"11,756",4.6,"2,541.20"
TX,4820,1241000,1,1,"8,317",6.6,"1,257.10"
TX,4820,1241101,1,1,"4,542",0.8,"5,747.50"
TX,4820,1241102,1,1,"11,643",2.5,"4,573.40"
TX,4820,1241103,1,1,"4,298",1.1,"4,001.30"
TX,4820,1241200,1,1,"6,931",1.9,"3,655.70"
TX,4820,1241300,1,1,"10,947",6.6,"1,658.80"
TX,4820,1241400,1,1.1,"7,931",4.2,"1,891.40"
TX,4820,1241500,1,1,"9,146",12.9,709.1
TX,4820,1250100,1,1,"7,865",5.5,"1,434.40"
TX,4820,1250200,1,1,"8,428",2.4,"3,579.80"
TX,4820,1250301,1,1,"8,587",4.5,"1,890.10"
TX,4820,1250302,1,1,"9,742",1.9,"5,034.70"
TX,4820,1250401,1,1,"12,134",1.8,"6,704.70"
TX,4820,1250402,1,1,"13,962",7.6,"1,835.50"
TX,4820,1250500,1,1,"5,510",1.8,"3,129.30"
TX,4820,1250600,1,1,"7,606",5.4,"1,411.30"
TX,4820,1250701,1,1,"5,373",6.7,796.3
TX,4820,1250702,1,1,"4,563",1.2,"3,937.60"
TX,4820,1250800,1,1,"8,129",2.7,"3,034.40"
TX,4820,1250900,1,1,"8,569",4.4,"1,930.40"
TX,4820,1251000,1,1,"2,774",3,928.1
TX,4820,1251100,1,1,"7,400",4.1,"1,824.70"
TX,4820,1251200,1,1,"5,584",1.3,"4,170.50"
TX,4820,1251300,1,1,"7,159",2.5,"2,836.90"
TX,4820,1251401,1,1,"2,446",0.5,"5,259.00"
TX,4820,1251402,1,1,"5,924",1,"5,746.30"
TX,4820,1251501,1,1,"4,807",6.9,697.5
TX,4820,1251502,1,1,"9,419",2.1,"4,482.90"
TX,4820,1251503,1,1,"2,264",0.4,"6,318.50"
TX,4820,1251600,2,2,"5,750",22.4,256.9
TX,4820,1251700,1,1,"8,069",27.6,292.3
TX,4820,1251800,2,2,"1,847",14,132.1
TX,4820,1251901,1,1,"9,353",16.3,573.5
TX,4820,1251902,1,1,"4,778",6.4,750.6
TX,4820,1252000,1,1,"11,296",15.6,725.7
TX,4820,1252100,1,1,"1,720",9,192
TX,4820,1252200,1,1,"7,944",8.4,949.4
TX,4820,1252301,1,1,"8,862",1.1,"8,422.20"
TX,4820,1252302,1,1,"11,443",3,"3,858.40"
TX,4820,1252400,1,1,"6,976",2.1,"3,395.10"
TX,4820,1252500,1,1,"4,325",11.7,370.2
TX,4820,1252600,1,1,"7,552",12.8,589.7
TX,4820,1252700,1,1,"4,163",18.1,229.4
TX,4820,1252800,1,1,"5,882",23.6,249.7
TX,4820,1252900,1,1,"7,768",5.4,"1,429.20"
TX,4820,1253000,1,1,"3,888",5.8,674.4
TX,4820,1253100,1,1,"8,439",11.1,757.4
TX,4820,1253200,1,1,"9,429",14.1,670.8
TX,4820,1253300,1,1,"3,428",3,"1,147.20"
TX,4820,1253400,1,1,724,5,146.1
TX,4820,1253500,1,1,"8,382",2.3,"3,714.80"
TX,4820,1253600,1,1,"5,002",2.1,"2,360.80"
TX,4820,1253700,1,1,"5,227",1.6,"3,351.20"
TX,4820,1253800,1,1,"7,717",2.9,"2,649.80"
TX,4820,1253900,1,1,"4,416",1.7,"2,596.70"
TX,4820,1254000,1,1,"3,594",1,"3,631.50"
TX,4820,1254100,1,1,"5,141",1.2,"4,159.60"
TX,4820,1254200,1,1,"3,052",0.5,"6,277.20"
TX,4820,1254300,1,1,"4,917",1.2,"4,182.70"
TX,4820,1254400,1,1,"3,253",1.1,"3,065.50"
TX,4820,1254500,1,1,"2,356",1.9,"1,239.40"
TX,4820,1254600,1,1,"4,067",1.9,"2,115.90"
TX,4820,1254700,1,1,"2,029",5.5,369.5
TX,4820,1310100,1,1,"5,884",1.3,"4,583.60"
TX,4820,1310200,1,1,"1,463",0.7,"2,027.80"
TX,4820,1310300,1,1,"4,774",0.9,"5,497.50"
TX,4820,1310400,1,1,"4,084",0.7,"6,191.20"
TX,4820,1310500,1,1,"4,856",1.2,"4,180.30"
TX,4820,1310600,1,1,"6,025",0.7,"8,787.30"
TX,4820,1310700,1,1,"4,167",0.8,"5,547.30"
TX,4820,1310800,1,1,"2,490",0.7,"3,395.00"
TX,4820,1310900,1,1,"5,770",0.7,"8,587.60"
TX,4820,1311000,1,1,"7,111",0.9,"7,925.00"
TX,4820,1311100,1,1,"5,886",0.9,"6,212.80"
TX,4820,1311200,1,1,"4,908",1.1,"4,308.60"
TX,4820,1311300,1,1,"5,242",0.6,"9,269.70"
TX,4820,1311400,1,1,"1,496",0.9,"1,654.60"
TX,4820,1311500,1,1,"7,611",0.9,"8,476.20"
TX,4820,1311600,1,1,"4,103",0.2,"21,634.50"
TX,4820,1311700,1,1,"5,593",1.1,"5,272.30"
TX,4820,1311800,1,1,"4,542",0.9,"4,802.30"
TX,4820,1311900,1,1,"2,448",0.8,"3,056.40"
TX,4820,1312000,1,1,"4,089",0.7,"5,756.70"
TX,4820,1312100,1,1,"2,725",0.5,"5,299.30"
TX,4820,1312200,1,1,"2,058",0.4,"4,903.50"
TX,4820,1312300,1,1,"1,962",0.5,"3,600.60"
TX,4820,1312400,1,1,"2,208",0.4,"5,281.30"
TX,4820,1312500,1,1,"4,235",0.7,"6,124.90"
TX,4820,1312600,1,1,"5,871",0.8,"7,035.40"
TX,4820,1312700,1,1,"1,955",0.3,"6,279.30"
TX,4820,1312800,1,1,"2,332",0.4,"6,460.70"
TX,4820,1312900,1,1,"3,941",0.5,"7,171.10"
TX,4820,1313000,1,1,"2,349",0.4,"5,542.30"
TX,4820,1313100,1,1,"3,356",1.5,"2,235.20"
TX,4820,1313200,1,1,"3,798",1.2,"3,221.10"
TX,4820,1313300,1,1,"2,654",0.9,"3,028.30"
TX,4820,1313400,1,1,"2,935",0.7,"4,091.10"
TX,4820,1313500,1,1,"2,501",0.6,"3,979.90"
TX,4820,1313600,1,1,"4,831",0.9,"5,402.30"
TX,4820,1313700,1,1,"2,457",0.5,"4,808.50"
TX,4820,1313800,1,1,"4,774",0.8,"5,618.10"
TX,4820,1313900,1,1,"4,495",1.1,"4,196.20"
TX,4820,1314001,1,1,"2,759",0.5,"5,060.50"
TX,4820,1314002,1,1,"7,544",0.7,"10,608.60"
TX,4820,1314300,1,1,"3,962",0.6,"6,762.30"
TX,4820,1314400,1,1,"3,093",0.9,"3,362.70"
TX,4820,1320100,1,1,"2,876",0.4,"7,570.30"
TX,4820,1320200,1,1,"6,662",1.5,"4,326.00"
TX,4820,1320500,1,1,"4,618",2.1,"2,161.00"
TX,4820,1320601,1,1,"2,638",0.5,"5,015.70"
TX,4820,1320602,1,1,"4,537",0.6,"7,762.50"
TX,4820,1320700,1,1,"3,849",1.3,"2,894.00"
TX,4820,1320800,1,1,"5,367",1.1,"4,754.90"
TX,4820,1320900,1,1,"7,394",0.9,"8,269.10"
TX,4820,1321000,1,1,"7,508",1.5,"4,906.90"
TX,4820,1321100,1,1,"7,397",2.1,"3,460.90"
TX,4820,1321200,1,1,"4,284",1.1,"3,747.20"
TX,4820,1321300,1,1,"5,546",0.6,"9,215.00"
TX,4820,1321401,1,1,"4,383",0.8,"5,497.50"
TX,4820,1321402,1,1,"4,248",0.8,"5,569.90"
TX,4820,1321500,1,1,"2,985",0.4,"8,212.40"
TX,4820,1321600,1,1,"6,785",1.1,"6,085.10"
TX,4820,1321700,1,1,"3,049",0.7,"4,088.70"
TX,4820,1321800,1,1,"4,108",0.5,"8,153.50"
TX,4820,1321900,1,1,"5,855",1,"6,142.90"
TX,4820,1322000,1,1,"4,258",0.3,"15,788.30"
TX,4820,1322100,1,1,"4,101",0.8,"4,884.90"
TX,4820,1322200,1,1,"1,688",0.4,"4,626.60"
TX,4820,1322600,1,1,"5,329",1,"5,507.60"
TX,4820,1322700,1,1,"7,400",0.8,"9,264.20"
TX,4820,1322800,1,1,"6,414",1.2,"5,339.90"
TX,4820,1322900,1,1,"4,186",0.6,"6,524.40"
TX,4820,1323000,1,1,"6,318",0.5,"11,694.60"
TX,4820,1323100,1,1,"3,333",0.8,"4,199.40"
TX,4820,1323200,1,1,"5,612",0.8,"6,900.30"
TX,4820,1323300,1,1,"3,510",0.5,"6,937.50"
TX,4820,1323400,1,1,"7,431",0.8,"9,672.60"
TX,4820,1323500,1,1,"5,377",1,"5,212.40"
TX,4820,1323600,1,1,"8,378",1.9,"4,349.10"
TX,4820,1323701,1,1,"4,158",0.9,"4,659.50"
TX,4820,1323702,1,1,"3,219",0.4,"7,870.30"
TX,4820,1323801,1,1,"3,896",0.5,"7,554.90"
TX,4820,1323802,1,1,"4,844",0.9,"5,200.90"
TX,4820,1323900,1,1,"3,875",1.1,"3,517.50"
TX,4820,1324000,1,1,"5,561",3.1,"1,804.40"
TX,4820,1324100,1,1,"5,540",7.2,765.6
TX,4820,1324200,1,1,"1,647",2.5,659.7
TX,4820,1330100,1,1,"8,313",1,"8,371.20"
TX,4820,1330200,1,1,"4,243",1.7,"2,484.40"
TX,4820,1330301,1,1,"7,169",1.2,"5,773.10"
TX,4820,1330302,1,1,"5,527",2.4,"2,317.40"
TX,4820,1330303,1,1,"4,061",2,"2,013.20"
TX,4820,1330400,1,1,"4,663",1.7,"2,776.50"
TX,4820,1330500,1,1,"4,121",1,"3,938.00"
TX,4820,1330600,1,1,"6,424",1.4,"4,512.60"
TX,4820,1330700,1,1,"7,796",2.4,"3,242.40"
TX,4820,1330800,1,1,"8,571",12,713
TX,4820,1330900,1,1,"7,886",3.8,"2,060.90"
TX,4820,1331100,1,1,"3,843",1.2,"3,081.60"
TX,4820,1331200,1,1,"3,473",1.4,"2,536.60"
TX,4820,1331300,1,1,"4,647",1.7,"2,657.50"
TX,4820,1331400,1,1,"2,520",0.6,"4,163.80"
TX,4820,1331500,1,1,"7,145",3.6,"1,993.90"
TX,4820,1331601,1,1,"6,458",1.2,"5,434.70"
TX,4820,1331602,1,1,"2,340",2.3,"1,013.30"
TX,4820,1331700,1,1,"3,971",2,"2,011.20"
TX,4820,1331800,1,1,"3,682",0.9,"4,129.80"
TX,4820,1331900,1,1,"3,364",0.6,"5,180.60"
TX,4820,1332000,1,1,"5,593",0.9,"6,556.50"
TX,4820,1332100,1,1,"3,037",0.4,"7,319.30"
TX,4820,1332200,1,1,"4,985",1.1,"4,545.10"
TX,4820,1332300,1,1,"2,918",0.5,"6,444.60"
TX,4820,1332400,1,1,"4,271",1.4,"3,033.10"
TX,4820,1332500,1,1,"3,257",0.7,"4,346.10"
TX,4820,1332600,1,1,"6,605",1.3,"5,172.30"
TX,4820,1332700,1,1,"2,728",1,"2,790.50"
TX,4820,1332800,1,1,"4,617",0.8,"6,129.50"
TX,4820,1332900,1,1,"5,049",0.7,"7,080.80"
TX,4820,1333000,1,1,"3,315",0.6,"5,704.40"
TX,4820,1333100,1,1,"3,663",0.5,"7,906.00"
TX,4820,1333201,1,1,"4,998",0.4,"11,311.60"
TX,4820,1333202,1,1,"5,674",0.9,"6,566.50"
TX,4820,1333300,1,1,"9,372",2.7,"3,521.10"
TX,4820,1333500,1,1,"6,433",0.7,"8,806.60"
TX,4820,1333600,1,1,"3,156",1.4,"2,270.40"
TX,4820,1333700,1,1,"3,156",3.5,913.1
TX,4820,1333800,1,1,"9,228",3.3,"2,780.90"
TX,4820,1333901,1,1,"8,311",1.9,"4,432.60"
TX,4820,1333902,1,1,"8,217",1.5,"5,351.50"
TX,4820,1334001,1,1,"3,178",0.5,"6,171.40"
TX,4820,1334002,1,1,"2,089",0.5,"4,040.80"
TX,4820,1334003,1,1,"5,976",1.1,"5,601.60"
TX,4820,1334100,1,1,"9,914",10.6,936.5
TX,4820,1340100,1,1,"4,618",3.3,"1,418.60"
TX,4820,1340201,1,1,"1,653",6.8,242.7
TX,4820,1340202,1,1,"4,577",3.4,"1,343.00"
TX,4820,1340203,1,1,"4,035",4.3,937.9
TX,4820,1340301,1,1,"4,278",1.4,"3,112.20"
TX,4820,1340302,1,1,"6,814",1.3,"5,176.90"
TX,4820,1340400,1,1,"1,358",0.6,"2,216.80"
TX,4820,1340500,1,1,"6,367",1.1,"5,874.60"
TX,4820,1340600,1,1,"2,511",0.6,"4,001.20"
TX,4820,1340700,1,1,"7,167",1.2,"5,804.50"
TX,4820,1340800,1,1,"5,734",1.1,"5,146.70"
TX,4820,1340900,1,1,"4,216",1.5,"2,749.00"
TX,4820,1341000,1,1,"6,799",1.2,"5,820.80"
TX,4820,1341100,1,1,"3,832",1.8,"2,145.30"
TX,4820,1341201,1,1,"3,974",3.1,"1,283.80"
TX,4820,1341202,1,1,"4,833",1.3,"3,637.70"
TX,4820,1341301,1,1,"4,864",4.5,"1,087.20"
TX,4820,1341302,1,1,"3,133",0.8,"4,104.70"
TX,4820,1341400,1,1,"5,156",5.2,994.9
TX,4820,1341501,1,1,"6,449",1.5,"4,429.40"
TX,4820,1341502,1,1,"3,902",1.1,"3,398.70"
TX,4820,1341600,1,1,"5,463",7.3,744.1
TX,4820,1341700,1,1,"2,455",1,"2,413.70"
TX,4820,1341800,1,1,"1,843",1.7,"1,088.60"
TX,4820,1342001,1,1,"6,843",2,"3,430.10"
TX,4820,1342002,1,1,"3,413",1.4,"2,426.30"
TX,4820,1342100,1,1,"4,384",1.7,"2,538.90"
TX,4820,1342200,1,1,"4,217",1.1,"3,824.90"
TX,4820,1342300,1,1,"6,442",1.1,"5,968.50"
TX,4820,1342400,1,1,"3,104",1.3,"2,439.70"
TX,4820,1342500,1,1,"6,260",2.5,"2,531.00"
TX,4820,1342700,1,1,"5,054",1.3,"3,786.50"
TX,4820,1342800,1,1,"8,854",2.9,"3,080.10"
TX,4820,1342900,1,1,"5,437",2.3,"2,368.90"
TX,4820,1343000,1,1,"7,423",2.2,"3,348.20"
TX,4820,1343100,1,1,"4,629",0.8,"5,971.40"
TX,4820,1343200,1,1,"4,944",1.8,"2,801.50"
TX,4820,1343301,1,1,"4,452",4.4,"1,001.20"
TX,4820,1343302,1,1,"4,763",1.7,"2,732.70"
TX,4820,1343600,1,1,"3,317",20.9,158.9
TX,4820,1343700,1,1,"2,945",15.6,189.2
TX,4820,1350100,1,1,"15,280",7.2,"2,121.90"
TX,4820,1350200,1,1,"8,405",1.4,"6,143.90"
TX,4820,1350300,1,1,"5,904",0.9,"6,706.30"
TX,4820,1350400,1,1,"6,182",1,"6,070.80"
TX,4820,1350500,1,1,"6,848",2.2,"3,048.10"
TX,4820,1350601,1,1,"4,115",5.1,800.8
TX,4820,1350602,1,1,"8,714",1.2,"7,046.70"
TX,4820,1350700,1,1,"2,272",0.6,"4,105.60"
TX,4820,1350801,1,1,"4,855",0.7,"6,726.10"
TX,4820,1350802,1,1,"7,084",5.7,"1,246.20"
TX,4820,1410100,1,1,"3,793",0.5,"8,154.80"
TX,4820,1410200,1,1,"4,202",0.5,"8,485.00"
TX,4820,1410300,1,1,"2,621",0.4,"6,655.90"
TX,4820,1410401,1,1,"3,807",0.3,"11,216.90"
TX,4820,1410402,1,1,"2,556",0.3,"9,109.30"
TX,4820,1410500,1,1,"4,209",0.4,"9,906.40"
TX,4820,1410600,1,1,"3,206",0.4,"8,212.60"
TX,4820,1410701,1,1,"3,640",0.4,"8,705.60"
TX,4820,1410702,1,1,"2,622",0.4,"7,465.40"
TX,4820,1410800,1,1,"3,818",0.4,"9,602.00"
TX,4820,1410900,1,1,"2,684",0.3,"9,261.00"
TX,4820,1411000,1,1,"4,162",0.6,"7,416.50"
TX,4820,1411100,1,1,"3,450",0.5,"6,641.70"
TX,4820,1411200,1,1,"1,803",1.3,"1,372.40"
TX,4820,1411300,1,1,"3,383",0.5,"6,160.50"
TX,4820,1411400,1,1,"2,775",0.7,"4,152.60"
TX,4820,1411501,1,1,"5,233",0.6,"8,873.60"
TX,4820,1411502,1,1,"3,916",0.7,"5,531.40"
TX,4820,1411600,1,1,"2,307",0.5,"4,375.00"
TX,4820,1411700,1,1,"2,774",0.5,"5,941.40"
TX,4820,1411800,1,1,"4,835",0.8,"5,822.90"
TX,4820,1411900,1,1,"3,681",0.7,"5,302.40"
TX,4820,1412000,1,1,"2,892",0.6,"5,008.40"
TX,4820,1412100,1,1,"2,328",0.5,"4,954.90"
TX,4820,1412200,1,1,"5,355",0.9,"5,788.30"
TX,4820,1412300,1,1,"6,527",0.9,"7,099.90"
TX,4820,1412400,1,1,"4,541",0.7,"6,965.80"
TX,4820,1412500,1,1,"1,715",0.2,"6,919.80"
TX,4820,1412600,1,1,"3,737",0.5,"7,989.10"
TX,4820,1412700,1,1,"3,262",0.8,"4,102.90"
TX,4820,1412800,1,1,"4,930",0.8,"6,227.40"
TX,4820,1412900,1,1,"3,892",0.8,"4,960.70"
TX,4820,1413000,1,1,"3,460",0.6,"5,578.20"
TX,4820,1413100,1,1,"3,087",0.6,"5,603.30"
TX,4820,1413201,1,1,"2,626",0.2,"14,587.40"
TX,4820,1413202,1,1,"2,878",0.2,"13,232.80"
TX,4820,1413300,1,1,"6,897",1.2,"5,605.30"
TX,4820,1420100,1,1,"3,062",0.4,"6,876.10"
TX,4820,1420200,1,1,"2,547",0.6,"4,030.80"
TX,4820,1420300,1,1,"3,411",0.9,"3,697.50"
TX,4820,1420400,1,1,"3,393",1,"3,569.80"
TX,4820,1420500,1,1,"4,041",0.9,"4,550.60"
TX,4820,1420600,1,1,"2,232",0.5,"4,796.50"
TX,4820,1420700,1,1,"3,139",0.9,"3,571.80"
TX,4820,1420800,1,1,"2,512",0.8,"3,134.70"
TX,4820,1420900,1,1,"6,231",1.4,"4,610.10"
TX,4820,1421000,1,1,"2,497",0.7,"3,467.60"
TX,4820,1421101,1,1,"3,729",0.5,"7,731.70"
TX,4820,1421102,1,1,"5,544",0.3,"17,115.30"
TX,4820,1421201,1,1,"4,399",0.2,"24,997.00"
TX,4820,1421202,1,1,"4,145",0.2,"19,048.00"
TX,4820,1421300,1,1,"6,635",0.6,"11,576.20"
TX,4820,1421401,1,1,"3,626",0.1,"32,879.90"
TX,4820,1421402,1,1,"3,440",0.1,"55,254.80"
TX,4820,1421403,1,1,"4,363",0.3,"17,276.40"
TX,4820,1421500,1,1,"6,484",0.6,"11,004.10"
TX,4820,1421600,1,1,"7,014",0.6,"12,469.10"
TX,4820,1421700,1,1,"4,560",0.7,"6,273.80"
TX,4820,1421800,1,1,"5,005",0.5,"11,079.70"
TX,4820,1421900,1,1,"2,690",0.6,"4,191.40"
TX,4820,1422000,1,1,"2,539",0.6,"4,496.70"
TX,4820,1422100,1,1,"5,289",0.9,"5,754.30"
TX,4820,1422200,1,1,"4,421",0.7,"6,517.20"
TX,4820,1422301,1,1,"7,108",0.3,"20,322.00"
TX,4820,1422302,1,1,"2,350",0.3,"8,765.10"
TX,4820,1422401,1,1,"3,910",0.3,"12,213.40"
TX,4820,1422402,1,1,"6,074",0.5,"11,555.50"
TX,4820,1422500,1,1,"5,647",0.7,"7,922.50"
TX,4820,1422600,1,1,"6,380",0.9,"7,292.90"
TX,4820,1422701,1,1,"5,083",0.7,"7,164.10"
TX,4820,1422702,1,1,"3,347",0.5,"6,740.30"
TX,4820,1422800,1,1,"4,916",0.9,"5,534.20"
TX,4820,1422900,1,1,"5,027",0.6,"8,059.60"
TX,4820,1423000,1,1,"4,695",0.7,"6,814.60"
TX,4820,1423100,1,1,"3,161",0.6,"5,017.60"
TX,4820,1423201,1,1,"3,233",0.7,"4,317.80"
TX,4820,1423202,1,1,"6,989",0.6,"12,445.90"
TX,4820,1423301,1,1,"3,701",0.6,"5,795.20"
TX,4820,1423302,1,1,"5,123",0.8,"6,487.10"
TX,4820,1423401,1,1,"5,153",0.9,"5,896.10"
TX,4820,1423402,1,1,"4,207",0.6,"7,102.70"
TX,4820,1423500,1,1,"1,927",0.5,"4,009.80"
TX,4820,1423600,1,1,"6,971",1.3,"5,477.10"
TX,4820,1430100,1,1,"5,749",1.7,"3,457.00"
TX,4820,1430200,1,1,"1,380",0.3,"5,046.00"
TX,4820,1430300,1,1,"4,367",2,"2,222.80"
TX,4820,1430400,1,1,"3,125",2.1,"1,466.70"
TX,4820,1430500,1,1,"2,557",0.9,"2,853.60"
TX,4820,1430600,1,1,"3,633",1.4,"2,510.10"
TX,4820,1430700,1,1,"3,284",0.7,"4,699.70"
TX,4820,1430800,1,1,"4,348",1.3,"3,401.40"
TX,4820,1430900,1,1,"5,770",1.1,"5,313.60"
TX,4820,1431000,1,1,"5,239",1.6,"3,250.70"
TX,4820,1431101,1,1,"3,303",0.3,"10,210.90"
TX,4820,1431102,1,1,"3,336",0.4,"9,125.50"
TX,4820,1431201,1,1,"4,058",0.3,"15,821.50"
TX,4820,1431202,1,1,"4,592",0.5,"9,055.50"
TX,4820,1431301,1,1,"4,516",0.3,"15,518.40"
TX,4820,1431302,1,1,"3,929",0.5,"7,667.10"
TX,4820,1431401,1,1,"2,339",0.1,"16,736.70"
TX,4820,1431402,1,1,"3,209",0.3,"11,592.60"
TX,4820,1431501,1,1,"3,711",0.4,"9,242.10"
TX,4820,1431502,1,1,"3,471",0.4,"8,084.10"
TX,4820,1431600,1,1,"3,352",1.1,"2,951.80"
TX,4820,1431700,1,1,"4,591",1.1,"4,020.70"
TX,4820,1431801,1,1,"2,967",0.5,"6,277.30"
TX,4820,1431802,1,1,"3,695",0.5,"7,023.30"
TX,4820,1431900,1,1,"3,786",0.5,"7,693.00"
TX,4820,1432001,1,1,"3,464",0.6,"6,226.80"
TX,4820,1432002,1,1,"4,734",0.3,"17,390.40"
TX,4820,1432100,1,1,"5,054",0.6,"8,162.80"
TX,4820,1432200,1,1,"4,043",0.6,"6,253.00"
TX,4820,1432300,1,1,"6,521",0.7,"9,639.80"
TX,4820,1432400,1,1,"5,548",0.7,"7,800.10"
TX,4820,1432500,1,1,"5,529",0.6,"8,507.50"
TX,4820,1432600,1,1,"1,888",0.6,"2,963.70"
TX,4820,1432701,1,1,"6,721",0.4,"14,943.20"
TX,4820,1432702,1,1,"3,384",0.4,"7,610.90"
TX,4820,1432801,1,1,"4,767",0.9,"5,547.80"
TX,4820,1432802,1,1,"5,616",0.5,"11,230.90"
TX,4820,1432901,1,1,"3,484",0.6,"6,261.40"
TX,4820,1432902,1,1,"4,476",0.6,"7,701.30"
TX,4820,1433001,1,1,"5,358",0.5,"11,198.90"
TX,4820,1433002,1,1,"4,859",0.2,"19,559.10"
TX,4820,1433003,1,1,"4,831",0.4,"13,525.50"
TX,4820,1433100,1,1,"3,748",0.3,"11,535.70"
TX,4820,1433201,1,1,"5,118",0.4,"12,091.10"
TX,4820,1433202,1,1,"4,336",0.4,"9,764.70"
TX,4820,1433300,1,1,"5,196",0.9,"5,556.20"
TX,4820,1433400,1,1,"4,406",0.6,"7,002.60"
TX,4820,1433501,1,1,"6,161",0.5,"13,012.40"
TX,4820,1433502,1,1,"7,116",0.3,"22,939.60"
TX,4820,1433600,1,1,"5,281",0.6,"9,535.90"
TX,4820,1440100,1,1,"6,751",2.1,"3,193.30"
TX,4820,1450100,1,1,"1,756",0.3,"5,567.20"
TX,4820,1450200,1,1,"4,872",1,"4,842.30"
TX,4820,1450300,1,1,"7,024",1,"7,237.80"
TX,4820,1450400,1,1,"4,503",0.7,"6,181.30"
TX,4820,1450500,1,1,"2,941",1.1,"2,709.40"
TX,4820,1450600,1,1,"4,310",0.7,"6,006.50"
TX,4820,1450700,1,1,"6,461",1.7,"3,823.50"
TX,4820,1450801,1,1,"2,170",0.3,"6,227.10"
TX,4820,1450802,1,1,"5,991",0.7,"9,037.60"
TX,4820,1450900,1,1,"2,434",0.6,"3,886.40"
TX,4820,1451001,1,1,"4,981",0.5,"9,785.20"
TX,4820,1451002,1,1,"5,109",0.2,"22,054.00"
TX,4820,1451100,1,1,"3,989",0.9,"4,324.70"
TX,4820,1451200,1,1,"2,675",0.7,"4,104.80"
TX,4820,1451300,1,1,"6,881",1.2,"5,780.50"
TX,4820,1451401,1,1,"3,330",0.4,"7,950.20"
TX,4820,1451402,1,1,"4,543",0.5,"8,648.40"
TX,4820,1451403,1,1,"3,504",0.5,"7,737.80"
TX,4820,1451500,1,1,"5,084",0.8,"6,640.30"
TX,4820,1451601,1,1,"5,886",1.3,"4,589.10"
TX,4820,1451602,1,1,"7,317",1.6,"4,444.20"
TX,4820,1451700,1,1,"3,407",0.7,"5,049.80"
TX,4820,1451800,1,1,"4,748",1.8,"2,596.50"
TX,4820,1451901,1,1,"7,411",0.8,"9,236.50"
TX,4820,1451902,1,1,"2,466",0.8,"3,095.10"
TX,4820,1452000,1,1,"7,136",0.8,"9,443.40"
TX,4820,1452100,1,1,"8,823",1.8,"5,040.40"
TX,4820,1452201,1,1,"5,215",0.5,"9,911.00"
TX,4820,1452202,1,1,"2,963",0.6,"5,030.00"
TX,4820,1452300,1,1,"2,323",0.8,"3,033.10"
TX,4820,1452400,1,1,"8,192",0.9,"9,530.30"
TX,4820,1452500,1,1,"7,794",1.2,"6,427.50"
TX,4820,1452600,1,1,"7,130",1,"7,011.20"
TX,4820,1452700,1,1,"9,901",1.8,"5,556.60"
TX,4820,1452801,1,1,"5,553",0.6,"8,981.90"
TX,4820,1452802,1,1,"5,949",0.5,"11,885.00"
TX,4820,1452900,1,1,"4,040",0.5,"7,960.10"
TX,4820,1453000,1,1,"7,857",1.1,"7,428.90"
TX,4820,1453100,1,1,"3,266",0.9,"3,820.30"
TX,4820,1453200,1,1,"7,947",0.7,"11,679.50"
TX,4820,1453300,1,1,"2,965",0.8,"3,718.60"
TX,4820,1453401,1,1,"3,125",0.4,"8,455.20"
TX,4820,1453402,1,1,"8,214",0.9,"8,838.60"
TX,4820,1453403,1,1,"3,133",0.3,"11,865.00"
TX,4820,1453501,1,1,"6,174",0.6,"10,629.40"
TX,4820,1453502,1,1,"3,685",0.5,"7,305.00"
TX,4820,1453601,1,1,"2,108",0.5,"4,559.70"
TX,4820,1453602,1,1,"7,699",1,"7,793.20"
TX,4820,1453700,1,1,"8,194",0.9,"9,093.60"
TX,4820,1453800,1,1,"3,342",0.7,"4,772.30"
TX,4820,1453900,1,1,"10,151",1.3,"8,065.80"
TX,4820,1454000,1,1,"5,041",0.8,"6,274.50"
TX,4820,1454100,1,1,"3,480",0.7,"5,208.20"
TX,4820,1454200,1,1,"3,966",0.6,"7,196.70"
TX,4820,1454301,1,1,"10,503",1.5,"6,878.90"
TX,4820,1454302,1,1,"6,490",1.1,"6,033.60"
TX,4820,1454400,1,1,282,12.6,22.4
TX,4820,1454501,1,1,"8,423",4.4,"1,915.30"
TX,4820,1454502,1,1,"2,553",2.9,879.7
TX,4820,1454600,1,1,"4,765",1.3,"3,739.20"
TX,4820,1454700,1,1,"6,762",1.3,"5,102.70"
TX,4820,1454800,1,1,"7,313",1.1,"6,454.30"
TX,4820,1454900,1,1,"10,460",1.8,"5,838.70"
TX,4820,1455000,1,1,"2,838",0.5,"5,635.10"
TX,4820,1455101,1,1,"7,051",1.1,"6,697.50"
TX,4820,1455102,1,1,"3,226",0.6,"5,308.50"
TX,4820,1455200,1,1,"4,472",1.1,"4,230.40"
TX,4820,1455300,1,1,"3,290",2.1,"1,553.80"
TX,4820,1510100,1,1,"2,142",0.6,"3,726.80"
