state,GEOI,D,ruca1,ruca2,tract_pop,area,popden
AL,1073,12910,1,1,"3,347",2.5,"1,357.20"
AL,1073,12911,1,1,"5,757",4.8,"1,199.60"
AL,1073,12912,1,1,"5,473",0.8,"6,809.60"
AL,1073,12913,1,1,"4,614",1.2,"3,911.30"
AL,1073,12914,1,1,"1,927",1.1,"1,757.10"
AL,1073,12915,1,1,"6,083",2.2,"2,778.40"
AL,1073,13002,1,1,"1,514",0.9,"1,701.50"
AL,1073,13100,1,1,"4,508",2.3,"1,936.40"
AL,1073,13200,1,1,"2,292",1.3,"1,751.30"
AL,1073,13300,1,1,"3,588",1.8,"1,955.30"
AL,1073,13400,1,1,"4,838",1.9,"2,538.10"
AL,1073,13601,1,1,"3,511",1.5,"2,269.90"
AL,1073,13801,1,1,"2,122",3.4,616.1
AL,1073,13901,1,1,"1,704",4.6,373.8
AL,1073,13902,1,1,"2,141",1.8,"1,161.30"
AL,1073,14001,1,1,"4,011",18.3,219
AL,1073,14002,1,1,"3,656",14.3,255.7
AL,1073,14102,2,2,"4,918",137.5,35.8
AL,1073,14104,1,1,"3,317",17.8,186.5
AL,1073,14105,1,1,"4,186",4.2,987.7
AL,1073,14203,1,1,"12,502",36.4,343.1
AL,1073,14204,1,1,"9,787",13.2,744.1
AL,1073,14301,1,1,"2,802",6,464
AL,1073,14302,1,1,"5,666",21.7,261.6
AL,1073,14404,1,1,"5,433",2.1,"2,609.10"
AL,1073,14405,1,1,"3,929",1.5,"2,690.00"
AL,1073,14406,1,1,"5,759",2.7,"2,103.80"
AL,1073,14408,1,1,"3,648",1.3,"2,914.50"
AL,1073,14409,1,1,"3,309",1.7,"1,961.90"
AL,1073,14410,1,1,"5,180",4.9,"1,049.80"
AL,1073,14412,1,1,"4,162",1.8,"2,261.60"
AL,1073,14413,1,1,"8,852",7,"1,268.70"
AL,1075,30000,6,6,"4,689",217.5,21.6
AL,1075,30100,10,10,"5,713",190.4,30
AL,1075,30200,6,6,"4,162",196.9,21.1
AL,1077,10100,1,1,"1,959",1.4,"1,399.20"
AL,1077,10200,1,1,"1,953",1.3,"1,558.90"
AL,1077,10300,1,1,"1,513",0.9,"1,746.80"
AL,1077,10400,1,1,"2,871",2.1,"1,357.00"
AL,1077,10600,1,1,"2,740",0.8,"3,619.00"
AL,1077,10700,1,1,"2,098",1.4,"1,469.00"
AL,1077,10800,1,1,"3,797",3.3,"1,136.50"
AL,1077,10900,1,1,"7,081",3.8,"1,864.90"
AL,1077,11000,1,1,"4,612",2,"2,362.60"
AL,1077,11101,1,1,"5,919",8,742.7
AL,1077,11102,1,1,"4,465",2.5,"1,809.80"
AL,1077,11200,2,2,"4,023",97.8,41.2
AL,1077,11300,2,2,"2,353",119.8,19.6
AL,1077,11400,2,2,"6,563",83.7,78.4
AL,1077,11501,1,1,"6,260",14.9,420
AL,1077,11502,2,2,"5,231",53.4,97.9
AL,1077,11602,2,2,"5,073",47.6,106.7
AL,1077,11603,2,2,"4,478",26.7,168
AL,1077,11604,1,1,"6,610",28.9,229
AL,1077,11700,2,2,"4,480",53.8,83.3
AL,1077,11801,3,3,"4,922",84.5,58.2
AL,1077,11802,3,3,"3,708",29.5,125.8
AL,1079,979100,2,2,"1,668",62.8,26.5
AL,1079,979200,2,2,"4,655",118.2,39.4
AL,1079,979300,3,3,"4,615",87.6,52.7
AL,1079,979400,7,7.1,"4,514",33.5,134.5
AL,1079,979500,2,2,"6,071",45.4,133.7
AL,1079,979600,2,2,"5,481",30.3,181.1
AL,1079,979700,2,2,"2,124",77.7,27.3
AL,1079,979800,8,8,"3,269",95.5,34.2
AL,1079,979900,2,2,"1,942",139.5,13.9
AL,1081,40200,1,1,"5,133",2.4,"2,144.10"
AL,1081,40300,1,1,"2,470",0.7,"3,649.70"
AL,1081,40400,1,1,"6,960",3.2,"2,162.10"
AL,1081,40500,1,1,"7,652",15.5,494.1
AL,1081,40602,1,1,"4,152",5.6,746.7
AL,1081,40603,1,1,988,1.1,880.2
AL,1081,40604,1,1,"5,146",8.8,583.4
AL,1081,40700,1,1,"3,977",2.2,"1,785.60"
AL,1081,40800,1,1,"3,750",0.3,"12,107.60"
AL,1081,40901,1,1,"3,264",4.2,779.7
AL,1081,40902,1,1,"5,201",1.6,"3,248.30"
AL,1081,41000,1,1,"7,236",134.3,53.9
AL,1081,41100,1,1,"9,042",17.3,523
AL,1081,41200,1,1,"4,400",18.5,237.5
AL,1081,41300,1,1,"3,325",1.9,"1,784.00"
AL,1081,41400,1,1,"3,565",1.7,"2,142.00"
AL,1081,41600,1,1,"3,226",3.3,985.5
AL,1081,41700,1,1,"8,528",51.8,164.5
AL,1081,41800,2,2,"6,705",70.3,95.3
AL,1081,41900,2,2,"7,623",98,77.8
AL,1081,42002,1,1,"6,621",10.6,624.2
AL,1081,42003,1,1,"3,645",7.9,459.4
AL,1081,42004,1,1,"9,990",6.6,"1,505.90"
AL,1081,42005,1,1,"5,181",5.2,989
AL,1081,42006,1,1,"1,998",3.9,517.2
AL,1081,42101,2,2,"3,643",63.9,57
AL,1081,42102,2,2,"6,826",66.6,102.5
AL,1083,20101,2,2,"4,257",31.8,133.7
AL,1083,20102,2,2,"6,317",37.6,167.9
AL,1083,20201,4,4,"4,820",20,241.2
AL,1083,20202,5,5,"4,957",66.2,74.9
AL,1083,20300,5,5,"3,583",92.7,38.6
AL,1083,20401,5,5,"5,961",60.1,99.1
AL,1083,20402,4,4,"5,404",26.9,200.6
AL,1083,20500,4,4,"2,805",1.8,"1,546.10"
AL,1083,20600,4,4,"4,140",4,"1,034.70"
AL,1083,20700,4,4,"2,062",3.6,578.6
AL,1083,20801,1,1,"8,032",24.7,325.4
AL,1083,20802,1,1,"8,228",21.9,375.8
AL,1083,20900,4,4,"3,755",6.1,614.4
AL,1083,21000,4,4,"2,445",2.1,"1,190.30"
AL,1083,21100,5,5.1,"6,578",71.5,92.1
AL,1083,21200,1,1,"9,438",89,106.1
AL,1085,780800,2,2,"3,620",155,23.4
AL,1085,781000,2,2,"2,932",219.9,13.3
AL,1085,781100,2,2,"1,861",157.8,11.8
AL,1085,781200,2,2,"2,886",183.2,15.8
AL,1087,231400,2,2,"1,403",93.9,14.9
AL,1087,231500,2,2,"3,156",97.4,32.4
AL,1087,231601,9,9,"1,187",39.4,30.1
AL,1087,231602,7,7,"1,559",24.9,62.6
AL,1087,231603,2,2,"1,307",30.6,42.8
AL,1087,231700,7,7,"2,113",1.1,"1,904.00"
AL,1087,231800,7,7,"1,262",2.2,571.4
AL,1087,231900,7,7,"1,940",4.1,472.2
AL,1087,232000,7,7,"1,531",2.9,522.9
AL,1087,232100,7,7,"1,935",2.1,935.4
AL,1087,232200,2,2,"2,309",105.2,21.9
AL,1087,232300,2,2,"1,750",205.1,8.5
AL,1089,201,1,1,760,3,255.7
AL,1089,202,1,1,"4,399",2.1,"2,101.70"
AL,1089,301,1,1,"3,954",1.4,"2,733.50"
AL,1089,302,1,1,"3,650",1.5,"2,441.90"
AL,1089,403,1,1,"4,886",14.1,347.5
AL,1089,501,1,1,"1,807",1.1,"1,668.60"
AL,1089,502,1,1,"2,333",0.8,"3,028.00"
AL,1089,503,1,1,"1,878",0.7,"2,883.80"
AL,1089,601,1,1,"1,598",0.6,"2,690.80"
AL,1089,602,1,1,"1,992",0.6,"3,143.70"
AL,1089,701,1,1,"2,997",1,"2,931.80"
AL,1089,702,1,1,"2,651",1.2,"2,169.90"
AL,1089,901,1,1,"4,193",3.7,"1,126.40"
AL,1089,902,1,1,"2,061",0.9,"2,375.10"
AL,1089,1000,1,1,"2,882",0.9,"3,209.90"
AL,1089,1200,1,1,"3,380",1.1,"3,190.70"
AL,1089,1301,1,1,"3,868",0.9,"4,234.60"
AL,1089,1302,1,1,"1,844",0.9,"1,991.10"
AL,1089,1401,1,1,"1,579",1.7,919.4
AL,1089,1402,1,1,"4,853",7.8,619
AL,1089,1500,1,1,"4,946",1.9,"2,588.90"
AL,1089,1700,1,1,"1,871",0.8,"2,284.70"
AL,1089,1801,1,1,"3,571",4.2,852.2
AL,1089,1901,1,1,"3,386",2.4,"1,408.90"
AL,1089,1902,1,1,"1,333",4.9,270.1
AL,1089,1903,1,1,"2,484",1.8,"1,361.00"
AL,1089,2000,1,1,"2,095",0.9,"2,401.90"
AL,1089,2100,1,1,"3,495",1.3,"2,674.60"
AL,1089,2200,1,1,"2,101",0.6,"3,452.60"
AL,1089,2300,1,1,"5,172",1,"5,086.00"
AL,1089,2400,1,1,"4,744",1,"4,612.40"
AL,1089,2501,1,1,"3,427",2,"1,752.40"
AL,1089,2502,1,1,"3,082",2.3,"1,352.20"
AL,1089,2600,1,1,"4,036",1.6,"2,531.30"
AL,1089,2701,1,1,"2,534",1.4,"1,764.70"
AL,1089,2721,1,1,"4,039",1.7,"2,418.70"
AL,1089,2722,1,1,"3,074",2.2,"1,380.90"
AL,1089,2801,1,1,"3,894",2.9,"1,330.10"
AL,1089,2802,1,1,"5,829",4.5,"1,287.10"
AL,1089,2911,1,1,"4,535",1.9,"2,361.50"
AL,1089,2912,1,1,"2,466",1.8,"1,383.90"
AL,1089,2921,1,1,"6,224",3.6,"1,750.60"
AL,1089,2922,1,1,"4,387",2.6,"1,709.30"
AL,1089,3000,1,1,"3,086",1.5,"2,011.60"
AL,1089,3100,1,1,"2,982",1.7,"1,802.50"
AL,1089,10100,1,1,"9,355",109.4,85.5
AL,1089,10200,1,1,"5,516",41.7,132.2
AL,1089,10301,2,2,"8,125",33.9,239.3
AL,1089,10302,2,2,"3,868",27.5,140.8
AL,1089,10401,2,2,"6,027",29.2,206.4
AL,1089,10402,2,2,"6,736",35.4,190.4
AL,1089,10501,1,1,"11,342",20.5,552.5
AL,1089,10502,1,1,"2,926",15.4,190.3
AL,1089,10612,1,1,"4,288",5.7,750.1
AL,1089,10621,1,1,"6,759",8.6,789
AL,1089,10622,1,1,"9,764",8.3,"1,177.30"
AL,1089,10623,1,1,"5,845",5,"1,171.50"
AL,1089,10624,1,1,"8,187",5,"1,651.10"
AL,1089,10701,1,1,"7,848",34,230.5
AL,1089,10702,1,1,"7,199",13.6,531
AL,1089,10800,1,1,"9,826",24.1,407.6
AL,1089,10901,1,1,"12,621",32.9,384
AL,1089,10902,2,2,"3,124",32.5,96.1
AL,1089,11011,1,1,"9,111",4.3,"2,125.60"
AL,1089,11012,1,1,"5,976",4.1,"1,456.80"
AL,1089,11013,1,1,"5,058",1.9,"2,618.00"
AL,1089,11014,1,1,"8,722",4.2,"2,067.30"
AL,1089,11021,1,1,"3,912",4.4,893.9
AL,1089,11022,1,1,"6,466",3.4,"1,875.60"
AL,1089,11100,1,1,"1,955",60.5,32.3
AL,1089,11200,1,1,"8,316",29.7,279.7
AL,1089,11300,2,2,"5,242",62.3,84.2
AL,1089,11400,2,2,"4,339",45.6,95.1
AL,1091,972900,7,7,"5,235",39.3,133.1
AL,1091,973000,10,10,"4,762",264.3,18
AL,1091,973100,10,10,"2,150",241.2,8.9
AL,1091,973200,10,10,"2,473",110.6,22.4
AL,1091,973300,10,10,"2,088",189.2,11
AL,1091,973400,7,7,"4,319",132.4,32.6
AL,1093,964000,10,10,"5,087",104,48.9
AL,1093,964100,10,10,"2,767",87.2,31.7
AL,1093,964200,9,9,"1,560",105.4,14.8
AL,1093,964300,10,10,"4,457",88.6,50.3
AL,1093,964400,7,7,"5,818",126.3,46.1
AL,1093,964500,10,10,"2,175",113.6,19.1
AL,1093,964600,10,10,"3,298",57.5,57.3
AL,1093,964700,10,10,"5,614",59.7,94.1
AL,1095,30100,5,5,"2,662",67.1,39.7
AL,1095,30201,2,2,"5,381",54.3,99.2
AL,1095,30202,2,2,"4,820",79.3,60.8
AL,1095,30300,2,2,"6,430",82,78.4
AL,1095,30401,7,7.1,"4,583",12.1,379
AL,1095,30402,7,7.1,"3,453",20,172.8
AL,1095,30500,7,7.1,"7,454",29.3,254
AL,1095,30600,4,4,"6,510",38.3,170.2
AL,1095,30701,4,4,"3,724",12.2,304.9
AL,1095,30702,4,4,"4,024",16.8,239.1
AL,1095,30801,4,4,"5,014",15,334
AL,1095,30802,4,4,"7,726",20.4,378.2
AL,1095,30902,4,4,"4,267",10.9,393.1
AL,1095,30903,4,4,"5,492",3.5,"1,552.00"
AL,1095,30904,4,4,"5,409",18.2,296.7
AL,1095,31000,5,5,"6,028",59.5,101.3
AL,1095,31100,4,4,"4,688",15.8,296.9
AL,1095,31200,4,4,"5,354",11.2,479.4
AL,1097,200,1,1,"1,416",0.8,"1,839.30"
AL,1097,401,1,1,"1,233",0.6,"2,009.00"
AL,1097,402,1,1,103,0.3,388.8
AL,1097,500,1,1,"1,815",0.9,"2,070.80"
AL,1097,600,1,1,"2,897",0.8,"3,562.90"
AL,1097,701,1,1,"2,162",0.5,"4,382.80"
AL,1097,702,1,1,"2,451",0.5,"4,826.30"
AL,1097,800,1,1,"4,029",1.2,"3,288.90"
AL,1097,901,1,1,"1,708",0.6,"2,916.00"
AL,1097,902,1,1,"2,045",0.4,"4,710.60"
AL,1097,903,1,1,"1,627",0.3,"5,658.30"
AL,1097,1001,1,1,"2,058",0.4,"5,110.00"
AL,1097,1002,1,1,"2,176",0.6,"3,878.50"
AL,1097,1100,1,1,"2,244",0.5,"4,404.60"
AL,1097,1200,1,1,"3,484",10,349.8
AL,1097,1302,1,1,"3,045",0.7,"4,116.80"
AL,1097,1400,1,1,"2,172",0.7,"3,237.20"
AL,1097,1501,1,1,"2,164",0.5,"4,638.90"
AL,1097,1502,1,1,"1,608",0.3,"4,908.30"
AL,1097,1800,1,1,"2,634",2.1,"1,254.70"
AL,1097,1901,1,1,"2,254",2.2,"1,013.00"
AL,1097,1902,1,1,"3,418",2.1,"1,666.60"
AL,1097,2000,1,1,"1,819",3.4,533.2
AL,1097,2100,1,1,"3,906",1.8,"2,162.50"
AL,1097,2200,1,1,"2,850",1.1,"2,581.20"
AL,1097,2301,1,1,"2,188",0.6,"3,627.60"
AL,1097,2302,1,1,"2,007",0.7,"2,997.10"
AL,1097,2400,1,1,"3,761",1,"3,920.30"
AL,1097,2501,1,1,"3,439",1.1,"3,239.30"
AL,1097,2502,1,1,"2,339",0.9,"2,590.40"
AL,1097,2600,1,1,"2,682",1.3,"2,048.30"
AL,1097,2700,1,1,"2,446",1.2,"1,981.30"
AL,1097,2800,1,1,"4,536",1.3,"3,408.00"
AL,1097,2900,1,1,"3,667",1.7,"2,171.60"
AL,1097,3000,1,1,"3,144",3.7,844.5
AL,1097,3100,1,1,"4,370",2.4,"1,836.00"
AL,1097,3202,1,1,"2,768",0.7,"3,984.70"
AL,1097,3203,1,1,"3,629",1.1,"3,166.30"
AL,1097,3204,1,1,"4,769",1.1,"4,490.90"
AL,1097,3205,1,1,"3,557",0.7,"4,756.10"
AL,1097,3301,1,1,"2,683",0.9,"3,143.10"
AL,1097,3302,1,1,"4,674",2.1,"2,180.40"
AL,1097,3402,1,1,"3,693",5.4,683.3
AL,1097,3404,1,1,"2,540",1,"2,645.70"
AL,1097,3405,1,1,"1,899",0.8,"2,407.30"
AL,1097,3406,1,1,"2,791",1.3,"2,126.60"
AL,1097,3407,1,1,"7,135",8.5,841.8
AL,1097,3408,1,1,"3,994",3.1,"1,268.90"
AL,1097,3501,1,1,"3,664",2,"1,804.70"
AL,1097,3502,1,1,"2,561",1.5,"1,682.50"
AL,1097,3602,1,1,"1,532",1.1,"1,402.60"
AL,1097,3605,1,1,791,0.7,"1,095.10"
AL,1097,3606,1,1,"3,125",1.1,"2,833.80"
AL,1097,3607,1,1,"3,805",0.6,"6,252.80"
AL,1097,3608,1,1,"1,300",0.7,"1,738.30"
AL,1097,3703,1,1,"3,425",1.5,"2,333.00"
AL,1097,3704,1,1,"4,259",1.2,"3,431.50"
AL,1097,3705,1,1,"4,379",1.4,"3,039.70"
AL,1097,3706,1,1,"3,163",1.1,"2,975.50"
AL,1097,3707,1,1,"4,477",1.1,"3,963.60"
AL,1097,3708,1,1,"3,833",1.9,"2,069.90"
AL,1097,3709,1,1,"5,762",2.9,"1,996.80"
AL,1097,3710,1,1,"4,402",2,"2,230.00"
AL,1097,3800,1,1,"1,467",38.2,38.4
AL,1097,3901,1,1,"2,076",1.1,"1,870.90"
AL,1097,3902,1,1,969,0.6,"1,503.10"
AL,1097,4000,1,1,"2,538",0.7,"3,788.60"
AL,1097,4100,1,1,910,0.3,"2,888.50"
AL,1097,4800,1,1,"1,303",0.7,"1,775.90"
AL,1097,4900,1,1,"3,289",2,"1,642.60"
AL,1097,5000,1,1,"1,872",1.2,"1,565.00"
AL,1097,5100,1,1,"1,557",0.4,"4,110.00"
AL,1097,5200,1,1,"1,534",0.7,"2,252.20"
AL,1097,5300,1,1,"1,990",1.9,"1,033.90"
AL,1097,5400,1,1,"4,068",3.8,"1,072.20"
AL,1097,5500,1,1,"2,973",1.7,"1,703.10"
AL,1097,5600,1,1,"7,164",8.1,886.7
AL,1097,5700,1,1,"7,182",89.5,80.3
AL,1097,5800,2,2,"4,942",111.3,44.4
AL,1097,5900,2,2,"4,538",177.1,25.6
AL,1097,6000,2,2,"4,996",61.6,81.1
AL,1097,6102,2,2,"2,941",10,293.9
AL,1097,6103,1,1,"5,080",8.1,629.1
AL,1097,6104,2,2,"4,592",46.2,99.5
AL,1097,6105,1,1,"6,575",28.5,230.5
AL,1097,6200,2,2,"6,036",84.3,71.6
AL,1097,6301,1,1,"10,520",30.3,347.3
AL,1097,6302,1,1,"6,313",11.4,552.9
AL,1097,6402,1,1,"4,702",6.1,769.4
AL,1097,6403,1,1,"1,821",6.6,277.8
AL,1097,6404,1,1,"10,046",6.2,"1,622.80"
AL,1097,6405,1,1,"6,901",3.5,"1,997.90"
AL,1097,6406,1,1,"7,548",11.9,636.8
AL,1097,6407,2,2,"6,016",63.7,94.4
AL,1097,6501,2,2,"4,878",15.6,312.4
AL,1097,6502,2,2,"11,958",59.5,201.1
AL,1097,6600,2,2,"5,548",40.2,138
AL,1097,6701,1,1,"7,341",17.8,413.3
AL,1097,6702,1,1,"4,064",17.3,234.3
AL,1097,6801,1,1,"7,958",8.3,961
AL,1097,6802,1,1,"3,280",4.8,683.4
AL,1097,6901,1,1,"7,604",6.6,"1,143.70"
AL,1097,6902,1,1,"3,973",1.8,"2,193.40"
AL,1097,7000,1,1,"4,559",14.5,313.8
AL,1097,7101,1,1,"4,717",5.9,803.4
AL,1097,7102,1,1,"3,110",12.8,242.1
AL,1097,7103,2,2,"3,390",18.5,183.5
AL,1097,7201,1,1,"2,999",17.1,175.5
AL,1097,7202,10,10.1,"2,771",31.3,88.5
AL,1097,7300,1,1,"4,439",34.9,127
AL,1097,7400,1,1,"3,647",5.6,652.2
AL,1097,7500,1,1,"1,856",0.7,"2,749.60"
AL,1097,7600,1,1,"2,371",1.2,"1,971.50"
AL,1097,7700,1,1,"1,563",0.7,"2,365.40"
AL,1097,990000,99,99,0,0,
AL,1099,75600,10,10,"1,341",202.2,6.6
AL,1099,75700,10,10,"1,867",231.4,8.1
AL,1099,75800,10,10,"1,500",127.8,11.7
AL,1099,75900,7,7,"6,323",103.4,61.1
AL,1099,76000,7,7,"3,542",53.3,66.4
AL,1099,76100,10,10,"6,681",142.5,46.9
AL,1099,76200,2,2,"1,814",164.9,11
AL,1101,100,1,1,"1,174",0.9,"1,369.80"
AL,1101,200,1,1,"1,605",0.7,"2,348.10"
AL,1101,300,1,1,"1,666",8.3,201.7
AL,1101,400,1,1,"4,893",2,"2,504.70"
AL,1101,500,1,1,"3,656",0.7,"5,594.40"
AL,1101,600,1,1,"1,148",0.7,"1,736.70"
AL,1101,700,1,1,"1,388",0.5,"2,634.40"
AL,1101,900,1,1,"2,515",3.3,757.5
AL,1101,1000,1,1,"1,369",1.6,882.7
AL,1101,1100,1,1,"3,569",1.4,"2,595.20"
AL,1101,1200,1,1,"1,771",0.5,"3,679.30"
AL,1101,1300,1,1,"2,497",0.9,"2,866.70"
AL,1101,1400,1,1,"3,618",1.1,"3,276.50"
AL,1101,1500,1,1,"3,760",0.9,"4,177.70"
AL,1101,1600,1,1,"3,769",1.1,"3,505.20"
AL,1101,1700,1,1,"5,463",2,"2,800.70"
AL,1101,1800,1,1,"3,411",1.8,"1,942.50"
AL,1101,1900,1,1,"3,151",0.9,"3,444.70"
AL,1101,2000,1,1,"4,554",2.3,"2,018.10"
AL,1101,2100,1,1,"4,091",1.2,"3,297.00"
AL,1101,2201,1,1,"4,518",1.2,"3,749.20"
AL,1101,2202,1,1,"1,185",1.1,"1,059.10"
AL,1101,2300,1,1,"3,136",1.2,"2,548.80"
AL,1101,2400,1,1,"2,008",1.4,"1,402.50"
AL,1101,2500,1,1,"2,754",1.7,"1,587.30"
AL,1101,2600,1,1,"5,956",1.9,"3,090.30"
AL,1101,2700,1,1,"4,467",2.8,"1,591.30"
AL,1101,2800,1,1,"4,220",1.3,"3,132.50"
AL,1101,2900,1,1,"8,217",1.9,"4,267.20"
AL,1101,3000,1,1,"3,344",4.1,820.6
AL,1101,3100,1,1,"3,774",1.1,"3,554.40"
AL,1101,3200,1,1,"5,724",3.7,"1,560.00"
AL,1101,3301,1,1,"3,495",1.5,"2,388.10"
AL,1101,3302,1,1,"6,376",2.8,"2,292.50"
AL,1101,5101,1,1,"3,689",27.8,132.7
AL,1101,5102,1,1,"4,576",2.8,"1,652.90"
AL,1101,5301,1,1,623,0.6,"1,052.90"
AL,1101,5302,1,1,"2,104",2.2,960.6
AL,1101,5402,1,1,"5,656",2.1,"2,722.80"
AL,1101,5403,1,1,"3,614",1.4,"2,536.60"
AL,1101,5406,1,1,"8,896",5.8,"1,545.30"
AL,1101,5407,1,1,"4,599",3.4,"1,361.20"
AL,1101,5408,1,1,"7,637",14,547.2
AL,1101,5409,1,1,"2,495",0.9,"2,724.00"
AL,1101,5410,1,1,"4,933",1.3,"3,682.00"
AL,1101,5501,1,1,"3,246",19.6,165.6
AL,1101,5502,2,2,839,6.2,134.7
AL,1101,5503,1,1,"3,722",7.3,512
AL,1101,5504,2,2,870,12.5,69.5
AL,1101,5603,1,1,"7,828",3.8,"2,053.00"
AL,1101,5604,2,2,"3,533",150.5,23.5
AL,1101,5605,1,1,"3,473",2.1,"1,646.60"
AL,1101,5606,1,1,"4,964",1,"5,051.80"
AL,1101,5607,1,1,"4,531",2.2,"2,045.70"
AL,1101,5608,2,2,947,11.3,83.9
AL,1101,5609,1,1,"4,622",3,"1,533.30"
AL,1101,5610,2,2,"1,284",11,116.6
AL,1101,5611,1,1,"3,140",3.2,969.7
AL,1101,5612,2,2,"1,107",3.9,285.8
AL,1101,5700,2,2,"1,526",124.6,12.2
AL,1101,5800,2,2,"2,186",102.2,21.4
AL,1101,5901,2,2,"4,865",148.7,32.7
AL,1101,5902,1,1,"3,762",2,"1,868.80"
AL,1101,6000,2,2,"3,611",43.8,82.5
AL,1101,6100,1,1,"2,243",2.8,793
AL,1103,100,1,1,"4,435",2,"2,251.80"
AL,1103,200,1,1,"3,623",2.6,"1,413.80"
AL,1103,300,1,1,"2,748",2.2,"1,246.70"
AL,1103,400,1,1,"3,929",1.9,"2,038.00"
AL,1103,600,1,1,"3,526",2.2,"1,588.20"
AL,1103,700,1,1,"4,116",2.6,"1,612.60"
AL,1103,800,1,1,"3,121",1,"3,177.20"
AL,1103,900,1,1,"5,511",1.7,"3,264.50"
AL,1103,1000,1,1,"3,234",1.2,"2,747.20"
AL,1103,5101,1,1,"5,036",25.4,198.1
AL,1103,5103,1,1,875,3,293.7
AL,1103,5105,2,2,"2,014",6.8,297.8
AL,1103,5106,1,1,"6,262",3.8,"1,653.70"
AL,1103,5107,1,1,"4,353",19.4,224.6
AL,1103,5108,1,1,"3,909",1.6,"2,443.10"
AL,1103,5109,1,1,"4,577",3.2,"1,410.90"
AL,1103,5200,2,2,"6,530",80.8,80.8
AL,1103,5301,1,1,"7,940",31.1,255.4
AL,1103,5302,1,1,"3,481",8.6,405
AL,1103,5303,1,1,"3,971",1.8,"2,257.10"
AL,1103,5304,1,1,"5,554",15.1,367.8
AL,1103,5404,2,2,"5,161",23.9,216
AL,1103,5405,2,2,"5,208",65.2,79.9
AL,1103,5500,2,2,"5,687",82,69.3
AL,1103,5600,6,6,"5,655",95.5,59.2
AL,1103,5701,2,2,"2,658",33.1,80.3
AL,1103,5702,2,2,"6,376",61.8,103.2
AL,1105,686800,10,10,"1,055",263.2,4
AL,1105,687000,10,10,"5,557",239.4,23.2
AL,1105,687100,5,5,"3,979",217,18.3
AL,1107,50000,2,2,"4,837",110.7,43.7
AL,1107,50100,2,2,"3,656",122.9,29.8
AL,1107,50200,6,6,"2,029",135.2,15
AL,1107,50300,2,2,"3,840",150.9,25.4
AL,1107,50400,2,2,"5,384",361.7,14.9
AL,1109,188600,2,2,"2,002",136,14.7
AL,1109,188700,2,2,"1,668",102.5,16.3
AL,1109,188800,2,2,"2,431",132.3,18.4
AL,1109,188900,4,4,"4,994",22.4,222.6
AL,1109,189000,4,4,"8,053",34.1,236.1
AL,1109,189100,4,4,"7,023",25,280.5
AL,1109,189200,5,5,"2,753",114.3,24.1
AL,1109,189300,10,10,"3,975",105.5,37.7
AL,1111,100,3,3,"3,615",137.7,26.3
AL,1111,200,10,10,"3,251",100.1,32.5
AL,1111,300,3,3,"4,266",133.4,32
AL,1111,400,7,7,"4,591",69.5,66
AL,1111,500,7,7,"5,078",48.2,105.3
AL,1111,600,10,10,"2,112",91.6,23.1
AL,1113,30200,1,1,"2,091",0.6,"3,555.60"
AL,1113,30300,1,1,"3,548",1.1,"3,373.10"
AL,1113,30401,1,1,"5,290",2.7,"1,930.40"
AL,1113,30402,1,1,"2,857",2.6,"1,109.90"
AL,1113,30500,1,1,"2,019",2.4,850.7
AL,1113,30600,1,1,"6,672",7.8,850.6
AL,1113,30700,1,1,"3,793",2,"1,853.30"
AL,1113,30800,1,1,"3,110",8.3,376.6
AL,1113,30901,1,1,"7,031",24.1,291.2
AL,1113,30902,2,2,"6,946",74.2,93.6
AL,1113,31000,2,2,"3,727",84.5,44.1
AL,1113,31100,2,2,"1,873",172.5,10.9
AL,1113,31200,2,2,"3,990",258.3,15.4
AL,1115,40103,2,2,"8,758",27.1,323
AL,1115,40104,1,1,"5,229",4.5,"1,173.80"
AL,1115,40105,2,2,"4,372",42.6,102.6
AL,1115,40106,2,2,"6,664",32.7,204
AL,1115,40201,5,5,"5,808",36.4,159.7
AL,1115,40203,4,4,"6,137",36.2,169.5
AL,1115,40204,4,4,"6,661",18.3,364.2
AL,1115,40205,4,4,"5,279",22.1,239.1
AL,1115,40300,2,2,"5,509",130.1,42.4
AL,1115,40401,2,2,"4,731",79.6,59.4
AL,1115,40402,3,3,"3,718",67.1,55.4
AL,1115,40501,2,2,"11,002",79,139.2
AL,1115,40502,2,2,"9,725",56.3,172.8
AL,1117,30102,2,2,"4,127",57.9,71.2
AL,1117,30103,2,2,"1,038",32,32.4
AL,1117,30211,1,1,"2,718",16.3,166.5
AL,1117,30212,1,1,"3,231",0.7,"4,591.70"
AL,1117,30213,1,1,"4,712",3.7,"1,269.20"
AL,1117,30214,2,2,"7,114",32.4,219.9
AL,1117,30215,1,1,"3,742",26.9,139.1
AL,1117,30216,1,1,"6,429",5.1,"1,259.20"
AL,1117,30217,1,1,"5,277",11.1,477.4
AL,1117,30303,1,1,"7,016",4.1,"1,726.30"
AL,1117,30304,1,1,"5,639",4.2,"1,332.40"
AL,1117,30305,1,1,"3,987",4,994.5
AL,1117,30306,1,1,"3,938",3.3,"1,206.30"
AL,1117,30314,1,1,"3,084",2.1,"1,477.50"
AL,1117,30315,1,1,"5,670",5.3,"1,066.80"
AL,1117,30316,1,1,"5,360",3.6,"1,489.80"
AL,1117,30317,1,1,"3,834",1.4,"2,793.20"
